dataset,regressor,mape,smape,rmse,pocid,n_series,n_series_mape
NN5_WEEKLY_DATASET,ETS,0.15151550874174635,0.14539407211181443,22.52464854499025,9.90990990990991,111,111
NN5_WEEKLY_DATASET,THETA,0.15442770901289027,0.148114619748764,22.765047962869293,40.669240669240665,111,111
NN5_WEEKLY_DATASET,rf,0.13630379675643292,0.1325076965885903,20.3691699538781,47.23294723294722,111,111
NN5_WEEKLY_DATASET,catboost,0.13304074201594346,0.12999231905708386,19.89806527619815,48.39124839124838,111,111
NN5_WEEKLY_DATASET,CWT_rf,0.13662272031040937,0.12944554258955127,20.16277379191647,46.71814671814671,111,111
NN5_WEEKLY_DATASET,DWT_rf,0.13458706036757515,0.12804240692763566,20.25220988961951,49.16344916344916,111,111
NN5_WEEKLY_DATASET,FT_rf,0.13472595801776535,0.13070558257660414,20.32233858388533,46.84684684684685,111,111
NN5_WEEKLY_DATASET,CWT_catboost,0.1360903052952926,0.12839532231975118,19.85829470741354,46.975546975547,111,111
NN5_WEEKLY_DATASET,DWT_catboost,0.13127214741452606,0.12545010109906352,19.53681164821546,48.26254826254826,111,111
NN5_WEEKLY_DATASET,FT_catboost,0.12394976633807182,0.12301269245581428,19.03995493274295,44.01544401544401,111,111
NN5_WEEKLY_DATASET,ONLY_CWT_catboost,0.1328124987971747,0.1278001499376768,19.865399541371005,47.232947232947225,111,111
NN5_WEEKLY_DATASET,ONLY_CWT_rf,0.14055597612049903,0.13134816659147852,20.39029747162203,46.84684684684685,111,111
NN5_WEEKLY_DATASET,ONLY_DWT_catboost,0.12970228485694818,0.1251842393527718,19.501495163719223,47.104247104247094,111,111
NN5_WEEKLY_DATASET,ONLY_DWT_rf,0.13653122346386526,0.1298389163711093,20.37989843823704,48.777348777348784,111,111
NN5_WEEKLY_DATASET,ONLY_FT_catboost,0.13330981821797014,0.13451353873990562,20.606764423333697,46.07464607464607,111,111
NN5_WEEKLY_DATASET,ONLY_FT_rf,0.12788645741356983,0.12820998798171088,19.815495622411678,49.16344916344917,111,111
NN5_WEEKLY_DATASET,NaiveSeasonal,0.1928117828471982,0.20578893877142285,30.183881329148985,41.698841698841704,111,111
NN5_WEEKLY_DATASET,NaiveMovingAverage,0.14730151851586937,0.14053632467667404,22.19180268534018,41.44144144144144,111,111
M4_WEEKLY_DATASET,ARIMA,0.4945808375664298,0.4483386633171571,2507.68247304454,50.67316620241411,359,359
M4_WEEKLY_DATASET,ETS,0.5176231203595526,0.4784033829999478,2613.001205470845,3.6211699164345403,359,359
M4_WEEKLY_DATASET,THETA,0.5246253735607976,0.4771822270626489,2621.7060303845115,37.16341689879294,359,359
M4_WEEKLY_DATASET,rf,93514403.95403507,0.10174647233599249,548557592803.0141,54.57288765088207,359,359
M4_WEEKLY_DATASET,catboost,32539440.122213434,0.11391248466996823,150149695045.71405,55.22284122562674,359,359
M4_WEEKLY_DATASET,CWT_rf,28029372.96464658,0.09910583505425048,361054924266.02106,59.12256267409471,359,359
M4_WEEKLY_DATASET,DWT_rf,13540593089.426826,0.10717443410644814,181083643895383.8,57.4744661095636,359,359
M4_WEEKLY_DATASET,FT_rf,2.52575017032236e+18,0.10468500161554456,3.5412520606314418e+22,59.6564531104921,359,359
M4_WEEKLY_DATASET,CWT_catboost,7.602201725685272e+120,0.10519407118598911,1.081104791429718e+125,57.24233983286908,359,359
M4_WEEKLY_DATASET,DWT_catboost,1.8397754799758386e+114,0.10825847647864577,2.6163342632590117e+118,59.842154131847735,359,359
M4_WEEKLY_DATASET,FT_catboost,2.0634678622059595e+124,0.10511454338924195,2.9344459321461226e+128,58.47260909935004,359,359
M4_WEEKLY_DATASET,ONLY_CWT_catboost,6.079479965969059e+119,0.10668122721231665,8.645593943775448e+123,57.66016713091922,359,359
M4_WEEKLY_DATASET,ONLY_CWT_rf,3.7765916161501903e+22,0.09349769396830422,5.1667636007501674e+26,58.820798514391825,359,359
M4_WEEKLY_DATASET,ONLY_DWT_catboost,7.557892329935246e+128,0.10992801523788438,1.0748035775813687e+133,58.68152274837511,359,359
M4_WEEKLY_DATASET,ONLY_DWT_rf,5477036181.17921,0.10162357468674636,72921596136403.92,57.776230269266485,359,359
M4_WEEKLY_DATASET,ONLY_FT_catboost,2.971379570165932e+96,0.1273994820254052,4.225581927806769e+100,49.4196843082637,359,359
M4_WEEKLY_DATASET,ONLY_FT_rf,3.0189014459485896e+18,0.1218088528147092,4.233208856939588e+22,50.162488393686175,359,359
M4_WEEKLY_DATASET,NaiveSeasonal,0.5223076744885611,0.5026667227550761,2715.5491583255125,46.75023212627669,359,359
M4_WEEKLY_DATASET,NaiveMovingAverage,0.4331286531020873,0.42138687212274156,2239.328436826464,55.06035283194057,359,359
ETTH1,ARIMA,0.5936331620819405,0.7204048337238287,3.5176705867297784,62.73291925465839,7,7
ETTH1,ETS,1.001804503811227,1.1949989414243967,5.738571404174175,50.931677018633536,7,7
ETTH1,THETA,0.9961607178085823,1.1520544629971956,5.8262628245629156,52.17391304347826,7,7
ETTH1,rf,0.3428388862111709,0.4300270318540947,2.6478755962051395,55.279503105590074,7,7
ETTH1,catboost,5190090989434.445,1.999999999012897,23657151818910.332,52.17391304347826,7,7
ETTH1,CWT_rf,0.23394998740965606,0.22439560960354174,1.3295001056032358,65.21739130434783,7,7
ETTH1,DWT_rf,0.23310408312047864,0.23224842788199287,1.3795735115727947,57.7639751552795,7,7
ETTH1,FT_rf,0.35830221814581786,0.2555457135873066,3.1187547435549265,60.24844720496894,7,7
ETTH1,CWT_catboost,0.22035959332211089,0.24406220467243095,1.485682734766876,60.869565217391305,7,7
ETTH1,DWT_catboost,0.21239966451375134,0.24146396866713116,1.4946984979696754,60.24844720496894,7,7
ETTH1,FT_catboost,0.23217790103816607,0.2514833075681677,1.4548577432739507,65.21739130434783,7,7
ETTH1,ONLY_CWT_catboost,0.2603365200078883,0.24435614576449752,1.4593019197472243,58.38509316770186,7,7
ETTH1,ONLY_CWT_rf,0.251230407276121,0.20961652615795764,1.3181672243321951,65.83850931677019,7,7
ETTH1,ONLY_DWT_catboost,0.2586399847735908,0.2788891252827633,1.7640748353738815,59.00621118012422,7,7
ETTH1,ONLY_DWT_rf,0.25337551708366673,0.23586918114529626,1.368131524111387,59.62732919254659,7,7
ETTH1,ONLY_FT_catboost,0.38053887749981674,0.5267599083877295,3.251597540949376,50.931677018633536,7,7
ETTH1,ONLY_FT_rf,0.40820565574192075,0.5333921240325193,3.503285000054401,49.68944099378882,7,7
ETTH1,NaiveSeasonal,0.8934663050722295,0.9262013473604584,7.6182285912667504,43.47826086956521,7,7
ETTH1,NaiveMovingAverage,0.7765193049584187,0.870166401531419,5.821833775809624,48.4472049689441,7,7
ETTH2,ARIMA,0.3067811530444347,0.4633694830037337,5.7252826540419255,54.6583850931677,7,6
ETTH2,ETS,0.4011787592752459,0.643483630200854,7.564230354234956,50.931677018633536,7,6
ETTH2,THETA,0.39798878928708686,0.6554637859077207,6.904475918525351,48.447204968944106,7,6
ETTH2,rf,0.10408022023651468,0.1858408000289147,2.8812047693596803,49.689440993788814,7,6
ETTH2,catboost,72732493630.43741,1.7270132621940817,1899931201582.4458,49.06832298136646,7,6
ETTH2,CWT_rf,0.10059996582250913,0.2085562299344352,2.624576630584078,52.17391304347826,7,6
ETTH2,DWT_rf,0.11070445998502809,0.20500274702767932,2.90844485808369,49.68944099378882,7,6
ETTH2,FT_rf,0.10979370858330902,0.2198436569942696,2.906884486141255,51.5527950310559,7,6
ETTH2,CWT_catboost,0.0985837145194413,0.17938584355221857,2.7004509818450444,55.90062111801242,7,6
ETTH2,DWT_catboost,0.10315595347605544,0.19504829302426824,2.8188950552761463,52.79503105590062,7,6
ETTH2,FT_catboost,0.10213698159140071,0.20017897531963882,2.7545651946879337,53.41614906832298,7,6
ETTH2,ONLY_CWT_catboost,0.0936576592916822,0.1844448793217464,2.5086936707422525,52.17391304347826,7,6
ETTH2,ONLY_CWT_rf,0.09590811480115934,0.18751500425406611,2.535413792216038,49.068322981366464,7,6
ETTH2,ONLY_DWT_catboost,0.10634098401606297,0.1901125856923205,2.732834659441733,54.658385093167695,7,6
ETTH2,ONLY_DWT_rf,0.10572999433429536,0.1949931099984139,2.864915062926499,56.52173913043479,7,6
ETTH2,ONLY_FT_catboost,0.11053712088941799,0.18300740967553336,3.0738328972679385,46.58385093167702,7,6
ETTH2,ONLY_FT_rf,0.10986189173793898,0.18442815572148769,3.0080298486266464,50.931677018633536,7,6
ETTH2,NaiveSeasonal,0.39162054265291674,0.6195576883281009,9.472050899274752,51.552795031055894,7,6
ETTH2,NaiveMovingAverage,0.26070870103784294,0.4442368448082106,4.308892940940298,47.82608695652174,7,6
ETTM1,ARIMA,0.9550672216601558,0.7776388064615741,5.370067744244393,52.79503105590062,7,6
ETTM1,ETS,0.8309348900893445,0.5499087408211477,5.812098905256947,48.447204968944106,7,6
ETTM1,THETA,0.8714630265483674,0.5541894364462853,5.996238282041328,52.17391304347825,7,6
ETTM1,rf,0.6851076529500174,0.6422199878439966,5.44254439410295,45.3416149068323,7,6
ETTM1,catboost,476838249154.79614,1.999999978418254,2585598038859.5693,44.720496894409926,7,6
ETTM1,CWT_rf,0.4160540236197327,0.6050989137696103,2.8547903009190634,54.658385093167695,7,6
ETTM1,DWT_rf,0.4336930323973132,0.5144895101454423,2.599368568299668,58.38509316770186,7,6
ETTM1,FT_rf,0.4036883995168481,0.530627589335472,2.6052547533709203,55.90062111801241,7,6
ETTM1,CWT_catboost,0.43520846391555396,0.6043384981626078,2.8317009360433616,54.658385093167695,7,6
ETTM1,DWT_catboost,0.43303833933173114,0.6183842617533015,2.871771726701671,54.03726708074534,7,6
ETTM1,FT_catboost,0.4162802396918306,0.6164750202228252,2.797340340640186,56.52173913043479,7,6
ETTM1,ONLY_CWT_catboost,0.2756131500099815,0.5072200122984046,2.2571314524300785,47.82608695652174,7,6
ETTM1,ONLY_CWT_rf,0.4036451828580234,0.5298400386255208,2.4916685529768636,54.658385093167695,7,6
ETTM1,ONLY_DWT_catboost,0.26716536046611555,0.5013002661819796,2.3004533979057866,53.41614906832298,7,6
ETTM1,ONLY_DWT_rf,0.5042239702603509,0.4051920244714652,2.672211832989778,52.17391304347825,7,6
ETTM1,ONLY_FT_catboost,0.5669898465996274,0.5052277435653999,3.709804316266993,44.720496894409926,7,6
ETTM1,ONLY_FT_rf,0.614574005461953,0.5299243958761264,4.090741801964485,43.478260869565226,7,6
ETTM1,NaiveSeasonal,0.6878702946658798,0.7840273837460374,5.68342506625419,46.58385093167702,7,6
ETTM1,NaiveMovingAverage,0.45718236712799015,0.6511328876648804,4.525519551967068,41.61490683229813,7,6
ETTM2,ARIMA,0.28194062339728365,0.28135610566337227,6.1591926764902585,48.44720496894409,7,7
ETTM2,ETS,0.6270218249577065,0.4623866622476693,9.078391062972205,41.61490683229814,7,7
ETTM2,THETA,0.6884460187648401,0.5542896757727845,10.82989446738379,34.78260869565217,7,7
ETTM2,rf,0.1912971990928682,0.23219753727525938,3.337866596947405,47.20496894409938,7,7
ETTM2,catboost,61817043882.609535,1.7164042826864259,1206205714287.5984,42.2360248447205,7,7
ETTM2,CWT_rf,0.21527534779516236,0.2739121508275662,3.690572575534566,42.857142857142854,7,7
ETTM2,DWT_rf,0.20793531160166304,0.25450065615577944,3.847277097233872,47.82608695652174,7,7
ETTM2,FT_rf,0.1902752985778538,0.22714222419056013,3.682755669174386,40.37267080745342,7,7
ETTM2,CWT_catboost,0.19292841309982306,0.2284193003724106,3.929541918087296,40.993788819875775,7,7
ETTM2,DWT_catboost,0.20205697377709717,0.24231794765891476,3.871855234470067,41.61490683229813,7,7
ETTM2,FT_catboost,0.1979802027755694,0.2383656487306742,3.7249373724068207,40.37267080745341,7,7
ETTM2,ONLY_CWT_catboost,0.09932642520905757,0.09021765914675327,1.4895604364599648,31.677018633540374,7,7
ETTM2,ONLY_CWT_rf,0.17693023496897545,0.20785661171161718,3.3439298065757006,44.09937888198758,7,7
ETTM2,ONLY_DWT_catboost,0.09351675574707559,0.0854449736321901,1.5707979219972699,36.64596273291925,7,7
ETTM2,ONLY_DWT_rf,0.07810242184661188,0.07478602461855434,1.6676794078372443,32.298136645962735,7,7
ETTM2,ONLY_FT_catboost,0.10966817991511656,0.09684755312399096,1.3299783921304882,31.05590062111801,7,7
ETTM2,ONLY_FT_rf,0.10852722603953623,0.09551692592005308,1.2586285080683395,39.130434782608695,7,7
ETTM2,NaiveSeasonal,0.8725902125934478,1.0033307819291988,16.261583613412558,29.19254658385093,7,7
ETTM2,NaiveMovingAverage,0.6343676335924701,0.9166755398645093,13.968201499846826,35.40372670807454,7,7
