serie,Theta,Mediana,FFORMA,ADE,CREST
ANP_MONTHLY_31,0.4602783718024585,0.4696890809255739,0.4680770188178253,0.4737884145363993,0.4561794087374786
ANP_MONTHLY_32,1.1388663179979848,1.2823397286590328,1.2554788157934726,1.2770681005086078,1.254101462494822
ANP_MONTHLY_33,0.0681141319093217,0.06783322811093,0.064663017005928,0.0655342841603902,0.0600462294187218
ANP_MONTHLY_34,0.0601389624632493,0.051396150687193,0.0536729321603187,0.0526922452256499,0.0573018027561008
ANP_MONTHLY_35,0.2288728529288835,0.2042345014019436,0.1968573583964361,0.2043095385176688,0.2042345014019436
ANP_MONTHLY_36,0.0860058310006294,0.1002917836724742,0.0997460087072173,0.1030551655673095,0.1109310111752316
ANP_MONTHLY_37,0.1564467977408577,0.2101739934830474,0.1801987227285244,0.2251841336101539,0.2101739934830474
ANP_MONTHLY_38,0.487248681246899,0.4898538234691603,0.418032939275126,0.4132063801920273,0.7529569876033643
ANP_MONTHLY_39,0.0333718417585236,0.0388394931588156,0.0358900572679085,0.0343176945468917,0.0388394931588156
ANP_MONTHLY_40,0.0330797414857848,0.0456867050925366,0.0402773523793306,0.0428624283786376,0.0361990250356333
ANP_MONTHLY_41,0.18451819808098,0.1837552441065596,0.1798019651785705,0.1823343370684189,0.173927841676798
ANP_MONTHLY_42,0.2811518616004471,0.2823615922594311,0.2801073173006317,0.3015554071349931,0.2940127342495084
ANP_MONTHLY_43,0.0870106841318457,0.0901549553181204,0.0861621060853465,0.0891159889199652,0.0857148706350315
ANP_MONTHLY_44,0.6125139227425197,0.5970630156982383,0.5970603683186444,0.6004193006476922,0.6029122444847074
ANP_MONTHLY_45,0.2137711183587821,0.2387981157218938,0.2293253175267314,0.230406404392848,0.2732091610869067
ANP_MONTHLY_46,0.260828286821508,0.168292888704804,0.1923023888111482,0.1851729558587316,0.2200681230838411
ANP_MONTHLY_47,0.1418227303107577,0.1299274968359292,0.129594624970579,0.1301648062240578,0.1329686523130932
ANP_MONTHLY_48,0.3607200795193367,0.3250491017010393,0.3278308031910941,0.3253686154166532,0.32839075011003
ANP_MONTHLY_49,0.3208415587738178,0.2584473764066404,0.2647514920044245,0.2482939671527778,0.2764439133958755
ANP_MONTHLY_50,0.1218106536277189,0.0972659786707125,0.09407448995941,0.0946879978782113,0.1062770615000665
ANP_MONTHLY_51,0.1802451273400664,0.1688564361005062,0.162429336454685,0.1628550241840122,0.1738144346630277
ANP_MONTHLY_52,0.1305644321107021,0.1322955696053352,0.1337997034040569,0.1300873125480323,0.1344333878065148
ANP_MONTHLY_53,0.0518390789603689,0.07694767533106,0.0722525047686667,0.0723704667609854,0.0630367210057969
ANP_MONTHLY_54,0.3208434151610339,0.3011955498716972,0.2924426143680554,0.2880869827199385,0.2651315976227211
ANP_MONTHLY_55,0.1118926114662561,0.1057779591061707,0.1118521905069759,0.1159128201905834,0.1174636530012586
ANP_MONTHLY_56,0.2287253441913967,0.1800659746386719,0.1876876260618578,0.1759144072298761,0.1521591002914632
ANP_MONTHLY_57,0.319367832386023,0.3213948169102127,0.3218903779205311,0.318831197560769,0.3213948169102127
ANP_MONTHLY_58,0.1515428477403544,0.1489457710873959,0.1486050130816387,0.1479787439229958,0.1508240395832292
ANP_MONTHLY_59,0.2322042331865385,0.2580579745278868,0.258803128630677,0.2647234510104596,0.2580579745278868
ANP_MONTHLY_60,0.0428556003531765,0.0318082300216465,0.0313968942495718,0.0313537871707616,0.0322640646420509
ANP_MONTHLY_61,0.1950853108386195,0.3026587529775564,0.2774902033228559,0.291492085124461,0.2153264134249536
ANP_MONTHLY_62,0.0540821357317887,0.1159038053276834,0.0996375817314991,0.1158200981702106,0.0642601569537719
ANP_MONTHLY_63,0.1864107829160426,0.2888903976859872,0.2716160433538144,0.2784687366149487,0.2983542849219052
ANP_MONTHLY_64,0.4215959976067769,0.4718080445292971,0.4504645649780757,0.4523251986678487,0.4519887958506942
ANP_MONTHLY_65,0.0735351160142074,0.1183966335147632,0.1075566986745862,0.1178498867377275,0.1015646701698241
ANP_MONTHLY_66,0.4304633345506774,0.4461283183687416,0.4414261064488134,0.4454454655206417,0.4456521522246063
ANP_MONTHLY_67,0.0384337234150048,0.0497383947304152,0.0421800169571386,0.0430728779464515,0.0377970213160323
ANP_MONTHLY_68,0.0865564556414459,0.1489254453474539,0.1406134149983204,0.1406201019937883,0.0980847517683893
ANP_MONTHLY_69,0.9607989331678692,0.9523129114812072,0.9916579479691952,0.9751870586108176,0.9523129114812072
ANP_MONTHLY_70,0.1408413935770354,0.1396766252374634,0.1409428802461689,0.1434928961970729,0.1396766252374634
ANP_MONTHLY_71,0.187414239152368,0.2006101778966919,0.1990316718108704,0.1998172244154986,0.219866678908107
ANP_MONTHLY_72,0.0308304457649147,0.0365718745794334,0.0331775683253723,0.0366899640815173,0.0349400900465317
ANP_MONTHLY_73,0.0348336524988323,0.0765238946623674,0.0648110508487773,0.0654176185660691,0.0870583532450246
ANP_MONTHLY_74,0.0643239504931656,0.1027233041506928,0.0959636781751266,0.1078575344686574,0.1027233041506928
ANP_MONTHLY_75,0.0866451200607604,0.0774500883189635,0.0769586141056991,0.0754755249058147,0.0783579236883252
ANP_MONTHLY_76,0.0462540060281133,0.0462627826753089,0.0429228032746047,0.0456589527806655,0.0412325483864837
ANP_MONTHLY_77,1.189081539882293,1.1166194222633783,1.3070150463491634,1.2489162789728272,1.1166194222633783
ANP_MONTHLY_78,0.4222024416210477,0.3943871856652403,0.3998851466969328,0.3966648145366971,0.3943871856652403
ANP_MONTHLY_79,0.0379299237628697,0.0864248108800179,0.0746743679652307,0.0812913043906522,0.0659139151073926
ANP_MONTHLY_80,0.2314404005561984,0.2088241175609297,0.2039405715659486,0.1774057519294605,0.2088241175609297
ANP_MONTHLY_81,0.2472599194046019,0.3113965129582966,0.2946099942175195,0.3038194076115086,0.2578133330111503
ANP_MONTHLY_82,0.3669317808681091,0.4356084126605064,0.4800362969846401,0.4661453504533404,0.4163109186941404
ANP_MONTHLY_83,0.0363618068438727,0.044963285213291,0.0408354660252738,0.0455552225837207,0.0410762088180266
ANP_MONTHLY_84,0.0313766645585367,0.042267958407775,0.039020132530117,0.0411650165402394,0.0339428178809758
ANP_MONTHLY_85,1.3506180088257569,1.3478952032957974,1.3563777157305177,1.3607953684375156,1.3444560672239785
ANP_MONTHLY_86,0.6754487980084929,0.6997518395826908,0.6949285763192209,0.7017566247811627,0.6997518395826908
ANP_MONTHLY_87,0.055034351778419,0.0420386040868013,0.0428820420702534,0.0433870934974991,0.0439103108293716
ANP_MONTHLY_88,0.2193047722436888,0.2060245727282131,0.1810213426039942,0.1835863370214934,0.2122076009180159
ANP_MONTHLY_89,0.3223679726606561,0.3406789640188121,0.3057378785727446,0.3347567179053416,0.360371968355877
ANP_MONTHLY_90,0.9448259086734844,0.9555312468911724,0.9521956076151312,0.9568259924989416,0.9555312468911724
ANP_MONTHLY_91,0.027708690665765,0.0474920345408433,0.0424056043270932,0.0382026713846116,0.0283458780234246
ANP_MONTHLY_92,0.6310589401075951,0.6357071844382366,0.6297646484887972,0.6331654565561985,0.6326003105381068
ANP_MONTHLY_93,0.4621675073246943,0.4958125526351964,0.5174356206711339,0.5086723441211405,0.4925248854218287
ANP_MONTHLY_94,0.043153930584258,0.042962862661821,0.0371017950238342,0.0377606813731811,0.0394160839824769
ANP_MONTHLY_95,0.034280272632971,0.0366406165153833,0.0354260707674441,0.0372639230406483,0.0351193511420598
ANP_MONTHLY_96,0.0402692894597744,0.0463387645522741,0.043669681971472,0.0453494704374908,0.0447910660912055
ANP_MONTHLY_97,0.029694947645853,0.042988333101829,0.0397863141534581,0.0458373770921251,0.0300063393312741
ANP_MONTHLY_98,0.2943067659971234,0.2981462457304913,0.298013710994697,0.2968594979269608,0.349154454275854
ANP_MONTHLY_99,0.0509736970642208,0.0591150399235715,0.056176461713514,0.0574888429488425,0.057264696098221
ANP_MONTHLY_100,0.1195153997189404,0.1226792633061495,0.1212747308670561,0.1224499371061535,0.1285775708089787
ANP_MONTHLY_101,0.3814741361743429,0.4458645747807214,0.4284242007458125,0.4517201421038668,0.4370461357824586
ANP_MONTHLY_102,0.5023680852216162,0.467538550468783,0.4789641303251937,0.475213609191062,0.4446989211028581
ANP_MONTHLY_103,0.0411329370866252,0.0289373423812116,0.0272326864113956,0.0360736555403713,0.0273297295063142
ANP_MONTHLY_104,0.7373562390075691,0.6246823454724403,0.6150347045025576,0.602425908257418,0.6928912739682177
ANP_MONTHLY_105,0.0362511682878722,0.038013428551401,0.0363939758204625,0.036789292590577,0.0365890677120238
ANP_MONTHLY_106,0.0419874216880048,0.0356148548337428,0.0378408866669785,0.0363671406572573,0.0375234918063089
ANP_MONTHLY_107,0.0503248490716208,0.0478812697211073,0.0486896330806432,0.0481958345826338,0.0496154212068119
ANP_MONTHLY_108,0.0289273603807454,0.0292543016837757,0.0289969050937985,0.0304897729550909,0.0252155766157006
ANP_MONTHLY_109,0.027947987897103,0.0317755779896997,0.0309723214349659,0.0326943924728452,0.031591455322146
ANP_MONTHLY_110,0.0701882233049842,0.0561454832846839,0.0579706625341757,0.0494726212974153,0.1161226546278724
ANP_MONTHLY_111,0.2324858713291511,0.228599342665337,0.2219831767774242,0.2198562157744125,0.2334344898774896
ANP_MONTHLY_112,0.0413893935988459,0.0412459566308259,0.0374359046507122,0.0396575086851514,0.0412459566308259
ANP_MONTHLY_113,0.1387845461537382,0.1759832538496419,0.1630534885535588,0.1683688083568816,0.1839898117286031
ANP_MONTHLY_114,0.041027333741792,0.043137763647229,0.045896895301059,0.0464113951621839,0.0498957258122353
ANP_MONTHLY_115,0.5507309282253211,0.5452845001794584,0.4852725133784892,0.5228175213932714,0.5587356679770557
ANP_MONTHLY_116,0.0959445302466979,0.0550069839105529,0.0566625120548852,0.0506840540761173,0.0569383117218717
ANP_MONTHLY_117,0.0344428492807072,0.0370459680878105,0.0359383514923354,0.0358712033834927,0.0373218064938767
ANP_MONTHLY_118,0.0572696253035756,0.0416538953419315,0.0448860878383785,0.0425064880581974,0.0458405749561812
ANP_MONTHLY_119,0.5120316966104409,0.5225102155290569,0.4928243470217111,0.5364653863306016,0.4948167334359541
ANP_MONTHLY_120,0.0310319992123163,0.0366395147209239,0.0342157046538134,0.0350290928119614,0.0331274827803816
ANP_MONTHLY_121,0.0747664516076221,0.0672733159676311,0.0688894935705239,0.0675304027463411,0.0669464225113326
ANP_MONTHLY_122,0.059818233639678,0.0546456575323667,0.0535591941409713,0.0485745556961342,0.0603402179869114
ANP_MONTHLY_123,0.031328352133375,0.0388464513308576,0.0337102411658605,0.0343609325432403,0.0312648075464244
ANP_MONTHLY_124,0.2621132979829234,0.2658769327036434,0.2607353974647469,0.2600463816784348,0.2623760780106259
ANP_MONTHLY_125,0.2762616681615899,0.2734498603849657,0.2717691923177445,0.2615484032015571,0.2760264816526419
ANP_MONTHLY_126,0.6323958164889475,0.6188870401321493,0.6223554256309717,0.6190657380843685,0.660717938579248
ANP_MONTHLY_127,0.0470607774027907,0.0400914455555787,0.0341791495078811,0.030751995446271,0.0395331317426968
ANP_MONTHLY_128,0.0323057121384611,0.0362484237015664,0.0357609801021606,0.0380000822920548,0.0358860480724786
ANP_MONTHLY_129,0.0375380112697888,0.0385426938813437,0.0352335731078936,0.0355987017646145,0.0366474266969
ANP_MONTHLY_130,0.053271129281749,0.0509250028328807,0.0486849270707443,0.0490029684000483,0.0521249281430626
ANP_MONTHLY_131,0.0935554461424875,0.0834049614391149,0.0852168619054694,0.084025280510548,0.0832171252591832
ANP_MONTHLY_132,0.2245231553535769,0.2569005319563538,0.2581195115650969,0.2619694169694178,0.2390120069203069
ANP_MONTHLY_133,0.1824834525815535,0.1739494444445704,0.1750212144338165,0.1775836381126586,0.1592786605884825
ANP_MONTHLY_134,0.0685310095614781,0.0619695397742447,0.0591016336111479,0.0662034109177127,0.0637555044012833
ANP_MONTHLY_135,0.4806439135898888,0.4674730864484338,0.4539832327336368,0.4617596783222733,0.4555890881606805
ANP_MONTHLY_136,0.0523996807996675,0.047908137204226,0.0497141678733357,0.0501037287927501,0.0511637047468477
ANP_MONTHLY_137,0.0616363528407869,0.0619053546182176,0.05420222626133,0.0662555656737495,0.0952358955511707
ANP_MONTHLY_138,0.4975564127725775,0.5754966246715937,0.5305240421432751,0.5335761997459885,0.5443911938333569
ANP_MONTHLY_139,0.0358733039884811,0.0319810580105691,0.0331222912678251,0.03295054557665,0.0342756585051028
ANP_MONTHLY_140,0.0452385431763616,0.0461028447564765,0.0469525594453643,0.0492156423309793,0.0461028447564765
ANP_MONTHLY_141,0.3656510923210569,0.3306934895112084,0.3085137593528294,0.307983327133,0.3213827147699023
ANP_MONTHLY_142,0.0652968323896236,0.081010158648808,0.0759603930790367,0.0792586836281683,0.0663698325345539
ANP_MONTHLY_143,0.5104812435115373,0.6512135342707368,0.6095158708032543,0.6378336466826641,0.5922597224164798
ANP_MONTHLY_144,0.0598506114795686,0.0620792407119995,0.0597623491831843,0.0591046778840357,0.0573898254878633
ANP_MONTHLY_145,0.1646733001147849,0.1304753824963646,0.1266082940980187,0.1305553826206146,0.1304753824963646
ANP_MONTHLY_146,0.0690892276524194,0.0743967854219478,0.0686713653902558,0.061710223164024,0.070659791727754
ANP_MONTHLY_147,0.0729196677482763,0.0734803469798693,0.0723457816387993,0.0722760259833241,0.0712474512123312
ANP_MONTHLY_148,0.0468785445468413,0.0424265281457767,0.0428230373833615,0.0413900040478601,0.0453531421527134
ANP_MONTHLY_149,0.4021319141683528,0.6035483081019702,0.5814612351962074,0.6180344214731365,0.5738347857683138
ANP_MONTHLY_150,0.0354138153748775,0.0284489049884188,0.0300358768101282,0.0308747867023523,0.0318466194749914
ANP_MONTHLY_151,0.0462586714075226,0.0413276452524474,0.0420174561002206,0.0410549294146756,0.0416883671202225
ANP_MONTHLY_152,0.0453661086330111,0.0436448787466466,0.0429292149438678,0.0414824025287895,0.0428378593571567
ANP_MONTHLY_153,0.0484466488616166,0.0371772153650071,0.0390974250775505,0.0391171050551833,0.0340859187211817
ANP_MONTHLY_154,0.2605224749915077,0.2956657678395358,0.3017329360903738,0.2987653669881981,0.2977518388604863
ANP_MONTHLY_155,0.106729370305119,0.1073111765791527,0.105915743569714,0.1096713475520533,0.1067837704195577
ANP_MONTHLY_156,0.1244347829350287,0.1297245125872035,0.1279084849758806,0.1272974907167136,0.1226271389391337
ANP_MONTHLY_157,0.4102511560305144,0.3488707752476159,0.358993456636993,0.3468972221697476,0.35964909685375
ANP_MONTHLY_158,0.0475129241025208,0.038871495769285,0.0398060637834245,0.0387818643467456,0.0439887141562693
ANP_MONTHLY_159,0.0445888886663635,0.0618864596873837,0.0601193781029331,0.0648136471557309,0.0503699849376161
ANP_MONTHLY_160,0.2441737782032006,0.1933235884004084,0.1938481322397239,0.1898864350265528,0.2129483108935586
ANP_MONTHLY_161,0.0799860880261907,0.0775489893667049,0.0751381911715711,0.0745513302324628,0.0797974688666837
ANP_MONTHLY_162,0.1135790615452339,0.0619022849079524,0.0672008941490893,0.0610579732407448,0.0587033807824257
ANP_MONTHLY_163,0.0330985279756441,0.0478787760019723,0.0444874654119729,0.045894405124572,0.0478787760019723
ANP_MONTHLY_164,0.0440198242531786,0.0426620542996502,0.0404835444505272,0.0397951583024543,0.0409538458840582
ANP_MONTHLY_165,0.0556621222649202,0.0499782909421821,0.0467006568223976,0.0423379690528466,0.0522603202335185
ANP_MONTHLY_166,0.0376557866410973,0.0339218884952807,0.0342261169439681,0.035599318600292,0.033544561114965
ANP_MONTHLY_167,0.3645920997816889,0.35514211843904,0.356789528157601,0.3526692102133071,0.3503156497026081
ANP_MONTHLY_168,0.0443224272329032,0.0436018674334809,0.0421771928924116,0.043382992080012,0.0419943366342793
ANP_MONTHLY_169,0.0950128465659502,0.0874143578479466,0.0938830051689442,0.091043791244973,0.0865674076803267
ANP_MONTHLY_170,0.0531298644851786,0.0448116289656627,0.045574799068449,0.0417070172278313,0.0484201048805867
ANP_MONTHLY_171,0.0627474057324957,0.0594761938810256,0.057930508251982,0.0588499553847542,0.0746974369897751
ANP_MONTHLY_172,0.1468864965445043,0.1077956643640907,0.1206069716863325,0.1198856035626453,0.1373135285420517
ANP_MONTHLY_173,0.2271939338723517,0.1898769502589769,0.2010339194763058,0.2085011483579117,0.2041166808029544
ANP_MONTHLY_174,0.06774374426124,0.0548744459451299,0.057711226738935,0.0550944068491275,0.0548744459451299
ANP_MONTHLY_175,0.0313516514690946,0.0343230756758731,0.0342540233839555,0.0353677252008785,0.0313582587028016
ANP_MONTHLY_176,0.1043057282978603,0.1104979189915366,0.0799743785065624,0.0602232544744444,0.1104979189915366
ANP_MONTHLY_177,0.2970446412936691,0.2409298517023027,0.2552750160528949,0.2465812616215587,0.2406437319730981
ANP_MONTHLY_178,0.2389269601397451,0.2301143480610096,0.2194473974424984,0.2147463974528312,0.1988915062190955
ANP_MONTHLY_179,0.1124885111646743,0.0992565777066113,0.0940438364209741,0.097437300491815,0.1076059717052595
ANP_MONTHLY_180,0.0658527663820876,0.099468860003073,0.0918515977829125,0.0930892724513021,0.1792324636873356
ANP_MONTHLY_181,0.0363746110294721,0.0380403736290966,0.0360750055279347,0.0353325555344613,0.0370958881920224
