serie,Random Forest (CWT),Mediana,FFORMA,ADE,CREST
M4_WEEKLY_DATASET_22,0.1150230507153778,0.0984526840746781,0.1048470501956772,0.1080318010235962,0.1080598820865271
M4_WEEKLY_DATASET_23,0.2205064709259824,0.2283694335648917,0.2235439228329956,0.2299328478446518,0.2283694335648917
M4_WEEKLY_DATASET_24,0.2687978426206776,0.2706849353114301,0.2703009980486462,0.2097124100512588,0.2706849353114301
M4_WEEKLY_DATASET_25,0.1939860962545753,0.1937405474349738,0.2101574925726095,0.2248599283669396,0.2784910044185223
M4_WEEKLY_DATASET_26,0.2747331077002024,0.3180814511274373,0.2906981019046533,0.283720450122756,0.3180814511274373
M4_WEEKLY_DATASET_27,0.3852346446337983,0.3280210438004224,0.2980255541121037,0.3271134367027751,0.3047478886099009
M4_WEEKLY_DATASET_28,0.4283058029923898,0.4208768186354041,0.4838488232153538,0.3343721572868235,0.4769243144981743
M4_WEEKLY_DATASET_29,0.118143311434167,0.125892669529423,0.1422640540827164,0.1388631352580235,0.1391418433634269
M4_WEEKLY_DATASET_30,0.4116730000865463,0.2863413170515661,0.2968125420029916,0.297321931667979,0.3433267485587744
M4_WEEKLY_DATASET_31,0.2432740158333109,0.2346673075073616,0.2575037399793112,0.23786420594797,0.2751857080333321
M4_WEEKLY_DATASET_32,0.1252205457695407,0.0958611727635215,0.0884397039898462,0.0943220133577487,0.100146881545213
M4_WEEKLY_DATASET_33,0.1729465807868345,0.1690638448775619,0.1806378820313682,0.168297562045758,0.1560453268886535
M4_WEEKLY_DATASET_34,0.1894612069655376,0.1908415571930655,0.2161346994255248,0.2193682543882717,0.1908415571930655
M4_WEEKLY_DATASET_35,0.1295847565113564,0.1302339560870285,0.1266233268294573,0.13179449106739,0.1230223211451536
M4_WEEKLY_DATASET_36,0.0277454894138148,0.0135072906012474,0.0340394362236535,0.0208771280628706,0.0194649463266377
M4_WEEKLY_DATASET_37,0.0283187048668766,0.0147319918009596,0.0121348721183027,0.0127900131613235,0.0141575093524872
M4_WEEKLY_DATASET_38,0.0309532167747211,0.0313133009401806,0.0316084059646717,0.0244678442338,0.0229778505082445
M4_WEEKLY_DATASET_39,0.0316289497045549,0.0275229746102558,0.0288653285388219,0.0218615101059884,0.0275229746102558
M4_WEEKLY_DATASET_40,0.0101390425613928,0.0119633232383032,0.0116319104254714,0.0089636606906176,0.0119633232383032
M4_WEEKLY_DATASET_41,0.0108069885983979,0.0113227552336564,0.0120536137385162,0.0087004914962934,0.0113227552336564
M4_WEEKLY_DATASET_42,0.0153049351551582,0.0156693673768945,0.0138327739474648,0.0088574889852232,0.0156693673768945
M4_WEEKLY_DATASET_43,0.0233549710040875,0.0262248017263733,0.0290922261520835,0.0255454839579143,0.0233427196395474
M4_WEEKLY_DATASET_44,0.0281437727672643,0.036904736861849,0.0324025437961824,0.0548842685472192,0.0826003502545066
M4_WEEKLY_DATASET_45,0.0609264327330226,0.0624608646135407,0.0704995915846701,0.0641544701992235,0.0624608646135407
M4_WEEKLY_DATASET_46,0.0277890848968221,0.0403690279693199,0.0324499334118747,0.0611096879175251,0.0337467509252836
M4_WEEKLY_DATASET_47,0.0104566156646197,0.0199651320502125,0.0109378750785805,0.0074113986263793,0.0106093462213906
M4_WEEKLY_DATASET_48,0.031170705336185,0.0324908516208425,0.0300582842790096,0.0349904656498206,0.0301557823103735
M4_WEEKLY_DATASET_49,0.0304533294019083,0.026037511043052,0.0292924901853108,0.034338116763542,0.0323636906468053
M4_WEEKLY_DATASET_50,0.015937075295772,0.0148675997566875,0.016054654813676,0.0163754027944175,0.0159560693496437
M4_WEEKLY_DATASET_51,0.0240061802411471,0.0196771158699027,0.0238334487575602,0.0149967700969907,0.0204618381196335
M4_WEEKLY_DATASET_52,0.11912354911542,0.0823807138154466,0.0739778674273854,0.3097128828612737,0.0823807138154466
M4_WEEKLY_DATASET_53,0.0107836352954038,0.0123113497652477,0.0126154518179148,0.023903269835238,0.0116202692331015
M4_WEEKLY_DATASET_54,0.0735548124458963,0.0573041291154988,0.0581866050449059,0.0668181549316991,0.0502880154113784
M4_WEEKLY_DATASET_55,0.0473663890804411,0.0566023499007804,0.0422735771683795,0.0925273864733344,0.0566023499007804
M4_WEEKLY_DATASET_56,0.3755472115498115,0.1093383226190112,0.1680128293670299,0.0992977338013819,0.1753355129943973
M4_WEEKLY_DATASET_57,0.0585845946903083,0.08800182496173,0.0806112473066971,0.0899106943398856,0.0855054407094802
M4_WEEKLY_DATASET_58,0.1423851366358163,0.2131631565639288,0.1975454879477071,0.250717686036437,0.1857689567069297
M4_WEEKLY_DATASET_59,0.0356475590910711,0.0315083592444949,0.0320960125188047,0.0250460320348382,0.0340047330492414
M4_WEEKLY_DATASET_60,0.0312752743408046,0.0311211347983759,0.0334529916642907,0.0332188281682786,0.0347861524667798
M4_WEEKLY_DATASET_61,0.0198066612478627,0.0241294862106291,0.024735907486315,0.0339356749301782,0.0245466423664892
M4_WEEKLY_DATASET_62,0.0248595654258581,0.0203165410739746,0.0212641412590464,0.0227994457165109,0.0203165410739746
M4_WEEKLY_DATASET_63,0.015418430918337,0.0183546007474613,0.0169463705083329,0.0219322851421879,0.0183546007474613
M4_WEEKLY_DATASET_64,0.0133453962750021,0.0207950462647293,0.0186263086667652,0.0220742837408232,0.0187186700643883
M4_WEEKLY_DATASET_65,0.0035278155980633,0.0059830391086701,0.0064994309052157,0.0141025530094335,0.0059830391086701
M4_WEEKLY_DATASET_66,0.0200615151732722,0.0283014634544583,0.028310791795669,0.0362721894709823,0.0250602912342386
M4_WEEKLY_DATASET_67,0.0073137302175068,0.0102746370006346,0.0119527198363147,0.0651985478404412,0.0102746370006346
M4_WEEKLY_DATASET_68,0.0140634510250209,0.0134902148621144,0.0157600876759504,0.0598184998205035,0.0134902148621144
M4_WEEKLY_DATASET_69,0.0110283510306642,0.011182222504995,0.0092695435512623,0.0215337020873527,0.0104652700642957
M4_WEEKLY_DATASET_70,0.1371790174071982,0.0155949750448353,0.085790386911812,0.1352969161326313,0.451595713776923
M4_WEEKLY_DATASET_71,0.3879432385346705,0.0256693397987213,0.1146722624043953,0.1035502453357251,0.2484833048386831
M4_WEEKLY_DATASET_72,0.2290889190689246,0.009986733251393,0.0782853513972429,0.0766366133692928,0.1530150913517192
M4_WEEKLY_DATASET_73,0.1182140628673748,0.1409060563015104,0.19468676021851,0.1661103639555687,0.1347311217119402
M4_WEEKLY_DATASET_74,0.0280198637863188,0.0306902514393183,0.0248153259697271,0.0503546718493591,0.0293674867106721
M4_WEEKLY_DATASET_75,1.4133938491205251,1.4693479891929138,1.385676693744352,1.2425739537025566,1.332610958505509
M4_WEEKLY_DATASET_76,0.2113363005612251,0.2484412532327504,0.2449024153640147,0.376521138654676,0.2484412532327504
M4_WEEKLY_DATASET_77,0.1625655308341458,0.2407217810473807,0.229252300284261,0.2395920585059596,0.2407217810473807
M4_WEEKLY_DATASET_78,0.2473421533832027,0.1225342476236359,0.0980513538045566,0.0984768149754226,0.0849870292617296
M4_WEEKLY_DATASET_79,0.0957658929877127,0.1288495361708642,0.1207137959004506,0.1639441341065075,0.1335049216956025
M4_WEEKLY_DATASET_80,0.0302081719321468,0.0254420727250585,0.0223759511381618,0.0398560150858818,0.0254420727250585
M4_WEEKLY_DATASET_81,0.0033256680271179,0.0020167174738793,0.0040834617663195,0.0128056297532553,0.0020167174738793
M4_WEEKLY_DATASET_82,0.0242618270572409,0.0078619230815168,0.0206514027364987,0.0250816911420611,0.0158037240246403
M4_WEEKLY_DATASET_83,0.0073150428165324,0.0078638762413869,0.0067655389286187,0.0371394448745894,0.0096882452346891
M4_WEEKLY_DATASET_84,0.0176031674875021,0.0101098949633654,0.0120488588264094,0.0545311732569637,0.0090026988230926
M4_WEEKLY_DATASET_85,0.0171962834588708,0.0097774738713639,0.0089719961182248,0.0458956709023557,0.0116236800528957
M4_WEEKLY_DATASET_86,0.0262225209709881,0.0158725955669873,0.0197393843659749,0.0044974079818991,0.0188408968480545
M4_WEEKLY_DATASET_87,0.0047241726256328,0.0048000909323349,0.0039128401177695,0.0190456539109001,0.0037580074200154
M4_WEEKLY_DATASET_88,0.0873213666259358,0.0986517392931794,0.1019685191238004,0.2132936698778266,0.0996807379705351
M4_WEEKLY_DATASET_89,0.0303378569428328,0.0112443185460451,0.0106257674424836,0.0229602409395312,0.0192966950767803
M4_WEEKLY_DATASET_90,0.0338426298627953,0.0251546232239577,0.0245167978540682,0.0228813696671981,0.0319694105041755
M4_WEEKLY_DATASET_91,0.0738324981614126,0.0679597936022182,0.0619505349874981,0.0582792935981494,0.0692718511652436
M4_WEEKLY_DATASET_92,0.0047104937263765,0.005941414185067,0.0058325720265666,0.0270498626353426,0.0035238701483569
M4_WEEKLY_DATASET_93,0.1221793889891848,0.1063419109598225,0.1056169459672381,0.0574552941920655,0.1179577622491608
M4_WEEKLY_DATASET_94,0.0977049448827947,0.0874174207638567,0.0886234756787517,0.0646253411881442,0.0874174207638567
M4_WEEKLY_DATASET_95,0.0031418987388929,0.0032043723936113,0.0024164967461086,0.0158721593788324,0.0031373519686266
M4_WEEKLY_DATASET_96,0.0299155840793908,0.0265527678216194,0.033150601549953,0.1673467551161438,0.0309202026435307
M4_WEEKLY_DATASET_97,0.0343423724361239,0.022309502751195,0.0242171388212977,0.1903246536717325,0.0218919215404915
M4_WEEKLY_DATASET_98,0.0160864626884735,0.0130369519249338,0.0069193788423974,0.0574805557650303,0.0130369519249338
M4_WEEKLY_DATASET_99,0.0118257889496155,0.0156164301275512,0.0181626841276034,0.0207929566708842,0.0156164301275512
M4_WEEKLY_DATASET_100,0.0070919111829559,0.0053747541924737,0.0028122267841778,0.0115885779282304,0.002482942358899
M4_WEEKLY_DATASET_101,0.0203699918082711,0.0160269955353259,0.0153109302566117,0.0101954087096297,0.0221279991895759
M4_WEEKLY_DATASET_102,0.0363388007843953,0.0293022888949352,0.0284695769150435,0.029124004743247,0.0294766127831019
M4_WEEKLY_DATASET_103,0.0190634805216023,0.0279824802551024,0.0260787700204295,0.0269450849972186,0.029235732617732
M4_WEEKLY_DATASET_104,0.0123202373364183,0.010676852156793,0.0104383596906084,0.0106223404488817,0.0116472135642522
M4_WEEKLY_DATASET_105,0.0028256648892765,0.0024069189506344,0.002325733265974,0.003380443629156,0.0018704755041133
M4_WEEKLY_DATASET_106,0.0104558873886473,0.0132658851230097,0.0133579648485473,0.0247925787899015,0.0115230723080282
M4_WEEKLY_DATASET_107,0.0113301955878326,0.0074266169108346,0.005713959033076,0.0058437808302295,0.0074266169108346
M4_WEEKLY_DATASET_108,0.0128619033977128,0.0064199871307,0.0047463763052945,0.008770209364557,0.0088264359647987
M4_WEEKLY_DATASET_109,0.0145071519601242,0.0175304258431301,0.015636864789405,0.0235259443453202,0.0120741382644196
M4_WEEKLY_DATASET_110,0.0319810372091165,0.0143603840212756,0.0172936678087912,0.0040478292771384,0.0208702464262215
M4_WEEKLY_DATASET_111,0.0049233133785569,0.0037318655268432,0.0038081277093988,0.0119289917796375,0.0037318655268432
M4_WEEKLY_DATASET_112,0.0324966553446597,0.0332251750080266,0.0384429064973458,0.0774778319580668,0.0346299078154198
M4_WEEKLY_DATASET_113,0.0272697013965287,0.0255866783108475,0.0243509722605106,0.0226004828486551,0.0255866783108475
M4_WEEKLY_DATASET_114,0.0352482380171287,0.028512911864132,0.0285293150848333,0.0284411774546288,0.0381851235226891
M4_WEEKLY_DATASET_115,0.0655527326783586,0.038699168720655,0.0391895415102718,0.0371190459916905,0.0407931747716906
M4_WEEKLY_DATASET_116,0.0178406660937367,0.0181501604450917,0.0180282771793084,0.0229320973976857,0.0185543906903068
M4_WEEKLY_DATASET_117,0.0051753899447799,0.0057062779022555,0.004663482220831,0.0250459971111982,0.0046444151124385
M4_WEEKLY_DATASET_118,0.1600161895132133,0.1401104880989849,0.1467706133268441,0.0995937242641959,0.1540631639159502
M4_WEEKLY_DATASET_119,0.1639622901757357,0.1494564197969766,0.141613118279249,0.0940534748334023,0.1494564197969766
M4_WEEKLY_DATASET_120,0.0049511449547811,0.0077486656635015,0.0047675322672971,0.0166705567252558,0.0031539898780865
M4_WEEKLY_DATASET_121,0.0452824467797781,0.0434291188321631,0.0440656143663323,0.1006552234800486,0.0417777478586813
M4_WEEKLY_DATASET_122,0.034414165933894,0.0374926243694923,0.0424234925919484,0.1230946507892574,0.0356466247509466
M4_WEEKLY_DATASET_123,0.0087652713764904,0.0135254777589747,0.0086523497454337,0.0882856704551683,0.0122596861720384
M4_WEEKLY_DATASET_124,0.0119819080997861,0.0138073387831589,0.0141090613263988,0.0210201743349162,0.0138073387831589
M4_WEEKLY_DATASET_125,0.0037399014890872,0.0078434565892417,0.0052351419228981,0.0137353879127296,0.004007703886747
M4_WEEKLY_DATASET_126,0.0249607356626186,0.0187485937514908,0.0205815422805573,0.0130590162780481,0.0190772025920958
M4_WEEKLY_DATASET_127,0.023682879331878,0.0219896990679426,0.0222682075823263,0.0272875624096513,0.0221209005400612
M4_WEEKLY_DATASET_128,0.020536150515423,0.0296821750912457,0.031078620001272,0.0280986081716101,0.030548493660378
M4_WEEKLY_DATASET_129,0.0094066617331071,0.008623704402761,0.0086125797853042,0.010601384826612,0.0095879009399735
M4_WEEKLY_DATASET_130,0.002666123868609,0.0030586407693742,0.0023503453444314,0.0029793600010539,0.0024315992656414
M4_WEEKLY_DATASET_131,0.0126086466261976,0.0143828931635088,0.0130899089213479,0.0265310650355125,0.0117412562140587
M4_WEEKLY_DATASET_132,0.0030585605602928,0.0024522635655156,0.0022145338142322,0.013049792891526,0.0031293342631634
M4_WEEKLY_DATASET_133,0.0027747679855952,0.0029556595420666,0.0021625349327154,0.0145822264071547,0.0031219420615787
M4_WEEKLY_DATASET_134,0.0123573304026245,0.0123805550532244,0.0181449746742721,0.0234985398743981,0.0204589492706666
M4_WEEKLY_DATASET_135,0.01720931590521,0.0268943684708298,0.0221483026430331,0.03623568862202,0.0208980694532526
M4_WEEKLY_DATASET_136,0.0055236901370732,0.0098188469751315,0.007987128873881,0.0141588165156884,0.010569145688562
M4_WEEKLY_DATASET_137,0.0647279347442764,0.0741271920135523,0.0731645238975434,0.1371641358433293,0.0660908110029174
M4_WEEKLY_DATASET_138,0.0318646244344386,0.0287112704830504,0.0255017818829376,0.0294427855893811,0.0305575288216397
M4_WEEKLY_DATASET_139,0.039886032333549,0.0331666595101834,0.0305686689198268,0.0407874194247577,0.0343560226493125
M4_WEEKLY_DATASET_140,0.0622676122211017,0.0458256488268109,0.0512772779644724,0.0448134330716225,0.0458256488268109
M4_WEEKLY_DATASET_141,0.0134217700693651,0.0141905563365498,0.0141965860456528,0.0145621463779186,0.0136022372885822
M4_WEEKLY_DATASET_142,0.003043627061006,0.0047130152645534,0.0045966985001933,0.0270796947208677,0.0050352628587638
M4_WEEKLY_DATASET_143,0.1246287668738583,0.1282178796197997,0.1261194689789983,0.0997257480214628,0.1283642296418766
M4_WEEKLY_DATASET_144,0.1430759769860117,0.1444467874970405,0.1342999864187016,0.1020600911540043,0.1696442031885998
M4_WEEKLY_DATASET_145,0.0048776631285027,0.0088761812256662,0.0051548200185945,0.0183659332065176,0.0056069279570525
M4_WEEKLY_DATASET_146,0.0894292024878462,0.0992824227420585,0.1510682190156713,0.2786301574493745,0.0847061167527533
M4_WEEKLY_DATASET_147,0.0435216052972595,0.0674770650420932,0.1341294424312395,0.3169316285755875,0.0674770650420932
M4_WEEKLY_DATASET_148,0.0368108163986629,0.0404864537072577,0.0284215190588199,0.0790888718313737,0.0404864537072577
M4_WEEKLY_DATASET_149,0.0166539257904696,0.0170505769258393,0.0178495470840506,0.0299863028009377,0.0149256562832078
M4_WEEKLY_DATASET_150,0.009134752166462,0.0120153523410867,0.0102995509975761,0.02114847121979,0.007912986502404
M4_WEEKLY_DATASET_151,0.022903733467243,0.0136753710635418,0.0139575295102728,0.0221798457908207,0.0136753710635418
M4_WEEKLY_DATASET_152,0.0370421761607945,0.0239707135108426,0.0231299162417616,0.0276663093940173,0.0226819200417448
M4_WEEKLY_DATASET_153,0.0217040696950218,0.0198387370356343,0.0283310043316273,0.0189570594036174,0.0189887922061737
M4_WEEKLY_DATASET_154,0.0177924037409467,0.015631685513018,0.017700009168503,0.0124939220697379,0.0186415616343369
M4_WEEKLY_DATASET_155,0.0148770309292453,0.0134762368238767,0.0117306984168566,0.0117924585796267,0.0142520712736494
M4_WEEKLY_DATASET_156,0.0032068592593802,0.0036256751675828,0.0035665500827333,0.0196205978848478,0.0032914246367462
M4_WEEKLY_DATASET_157,0.009007810948035,0.0056596403238655,0.0062178617057577,0.0184725999784118,0.0065805171444897
M4_WEEKLY_DATASET_158,0.0058942936766716,0.0037319436992359,0.0039681126088797,0.0232052680742355,0.0060107390002408
M4_WEEKLY_DATASET_159,0.0047322387933761,0.0038098604263503,0.0038933381466341,0.018463184660575,0.0048286651964161
M4_WEEKLY_DATASET_160,0.0091061885691469,0.0091035918052958,0.007293537464126,0.0155521541549739,0.0061545585734804
M4_WEEKLY_DATASET_161,0.015150640547626,0.0178470371365115,0.0136403554390585,0.0308740112326902,0.0125292751752605
M4_WEEKLY_DATASET_162,0.0301512453380025,0.0123884988011152,0.0149081177333006,0.0085548809363234,0.0123884988011152
M4_WEEKLY_DATASET_163,0.0128473338096819,0.0105384147405122,0.0131658808629605,0.0157142312960746,0.0105384147405122
M4_WEEKLY_DATASET_164,0.0373695906345436,0.0407351099713954,0.0445497219585636,0.0620758726264892,0.0402594952968832
M4_WEEKLY_DATASET_165,0.0321760021923974,0.019688935550399,0.0200677796589692,0.0097442687847718,0.0317898030378312
M4_WEEKLY_DATASET_166,0.0224553811957986,0.0235469767021505,0.0212464114055742,0.0687420195895353,0.032877184202505
M4_WEEKLY_DATASET_167,0.0236356088280447,0.0285918709182782,0.0275451557010079,0.029013790684201,0.0285918709182782
M4_WEEKLY_DATASET_168,0.0315233426317817,0.0418528452246275,0.0370355797757093,0.0429390072376789,0.0418528452246275
M4_WEEKLY_DATASET_169,0.0228818199641186,0.0209937312179424,0.0176959832218418,0.0383097975668294,0.0223598174437798
M4_WEEKLY_DATASET_170,0.0083127447235411,0.0102208876829303,0.0090029913573861,0.0181966349044626,0.008709717884121
M4_WEEKLY_DATASET_171,0.0063126666561337,0.0083027797167143,0.0070542030271623,0.0218736470264644,0.005563485281477
M4_WEEKLY_DATASET_172,0.0676097343303008,0.0678034400054212,0.0663054360943899,0.0762202274451394,0.0669905215914119
M4_WEEKLY_DATASET_173,0.0064486246297785,0.0059268206307174,0.0058026689894198,0.0052098392157881,0.0059334421114217
M4_WEEKLY_DATASET_174,0.0080760337413438,0.0097974207636606,0.0083032419825851,0.0226182958564273,0.0063049556689891
M4_WEEKLY_DATASET_175,0.0468878077148933,0.0279200678774382,0.0326795736296341,0.020126474405442,0.0245808367285741
M4_WEEKLY_DATASET_176,0.0281254300371462,0.0306839248692532,0.0312788388287687,0.023260318130224,0.0308125378361595
M4_WEEKLY_DATASET_177,0.0658672962067919,0.060820285166348,0.0680141802220973,0.0519608564710683,0.0599563482878706
M4_WEEKLY_DATASET_178,0.0036593507889085,0.0071602986370858,0.0087692270217608,0.0410250693371248,0.0062858741431824
M4_WEEKLY_DATASET_179,0.0064735991924799,0.0112331510773454,0.0115651025156335,0.018601688069074,0.0079980149388532
M4_WEEKLY_DATASET_180,0.0138430008167915,0.0153295833178921,0.0211342389800925,0.0558894824199345,0.0145884230078054
M4_WEEKLY_DATASET_181,0.4896350473419306,0.1389409334779194,0.2219440757439106,0.077223586365655,0.2050650321837449
M4_WEEKLY_DATASET_182,0.0179285793057804,0.0192742071643966,0.025768255176012,0.0690052991653282,0.0184013445153935
M4_WEEKLY_DATASET_183,0.0063668622273297,0.0073109535610852,0.0061863255047577,0.0370039965668209,0.0042582825628674
M4_WEEKLY_DATASET_184,0.0043696593876942,0.0065540876311086,0.0060772436358511,0.0312302831949269,0.0044691570221672
M4_WEEKLY_DATASET_185,0.0127738426403129,0.0143576730458802,0.0137376763307426,0.0149139892790426,0.0197280427996845
M4_WEEKLY_DATASET_186,0.0821542337675124,0.076510414468546,0.0714669269673783,0.0662089680238214,0.070165854499987
M4_WEEKLY_DATASET_187,0.0483423133698395,0.0134781332194248,0.0135353087780488,0.0204876273962975,0.0152900134055983
M4_WEEKLY_DATASET_188,0.07663187834285,0.0861881546842815,0.0784473344680437,0.1125841203851573,0.0807871133833524
M4_WEEKLY_DATASET_189,0.0304974345842701,0.014288338607,0.0171838098313997,0.0278961151258101,0.0157953182265536
M4_WEEKLY_DATASET_190,0.065679039580074,0.0818396280929138,0.0715449207401648,0.1098167807442417,0.0656830746432254
M4_WEEKLY_DATASET_191,0.0382139959029169,0.0299091236492007,0.0331060010932386,0.039181135744817,0.0542097625734044
M4_WEEKLY_DATASET_192,0.0243422642787551,0.0247687941032207,0.0218746084541995,0.0378599459102502,0.0228176131687065
M4_WEEKLY_DATASET_193,0.0162875127724961,0.0272746089511373,0.0344870922490823,0.0162300171541531,0.0464454155741077
M4_WEEKLY_DATASET_194,0.0334389916823975,0.0894829915203859,0.0504766799403162,0.1175141997971139,0.0686033992910454
M4_WEEKLY_DATASET_195,0.0858175556281162,0.2045373430856918,0.1662422696117609,0.0892249774589497,0.1377631739497657
M4_WEEKLY_DATASET_196,0.0655914931166185,0.0701529278736143,0.0581854329525587,0.1221628641125653,0.0943959554127402
M4_WEEKLY_DATASET_197,0.0847936369871632,0.0542283459105088,0.0541776391116504,0.0827528094808139,0.0526962501400459
M4_WEEKLY_DATASET_198,0.0874216050420301,0.0570410536532877,0.0497038810202848,0.0793381141575257,0.0570410536532877
M4_WEEKLY_DATASET_199,0.0775066964459905,0.0885192120313898,0.1241893958939643,0.2520088168340728,0.0885192120313898
M4_WEEKLY_DATASET_200,0.1381639679120349,0.206356158762885,0.2087288222695884,0.1965643906608766,0.202542920481689
M4_WEEKLY_DATASET_201,0.1164352558918075,0.0430769068302024,0.1220013528744507,0.0596351735753081,0.1497101370544029
M4_WEEKLY_DATASET_202,0.0651092100500827,0.069739904758285,0.0720495590749036,0.0594477181736585,0.0801399364932056
M4_WEEKLY_DATASET_203,0.0366246151437396,0.0022071322870211,0.0034129256980664,0.0048227366752966,0.0022071322870211
M4_WEEKLY_DATASET_204,0.0158764043347559,0.0504246496109529,0.0393032694063041,0.0794591452900134,0.0313276043969098
M4_WEEKLY_DATASET_205,0.1463302826974891,0.1081985781863671,0.1104148818452859,0.0992114044691657,0.1119036597947205
M4_WEEKLY_DATASET_206,0.0946847007691495,0.1538859388144402,0.1414556064451801,0.1389868534219184,0.1036648903750973
M4_WEEKLY_DATASET_207,0.0813226776694798,0.0786265680766904,0.0775530320330293,0.0770646041102334,0.0769696830878411
M4_WEEKLY_DATASET_208,1.849066654801735,1.4068173938677946,1.9999999927967576,1.999999970232884,1.2121681827682158
M4_WEEKLY_DATASET_209,0.1185790459348779,0.1349614397494844,0.1357437047300012,0.1575798682337452,0.1319951381254065
M4_WEEKLY_DATASET_210,0.0069234931818421,0.0129166970235342,0.0074002440092843,0.0205070239308225,0.0050593213096316
M4_WEEKLY_DATASET_211,0.0519955227616298,0.0418193566048478,0.0498895213152267,0.0402731541188609,0.0460652273491668
M4_WEEKLY_DATASET_212,0.0663972197808552,0.0464894787263443,0.0441851008085195,0.0627864250483101,0.0475112077857103
M4_WEEKLY_DATASET_213,0.0302526147201975,0.0269187575190316,0.0260110444726021,0.0292688107524114,0.0269187575190316
M4_WEEKLY_DATASET_214,0.0126361977153617,0.0312657228804894,0.031031818377234,0.0294337403322543,0.0319740712808324
M4_WEEKLY_DATASET_215,0.0169164331658735,0.0294484831843823,0.0295169983399815,0.0279261720543862,0.0222046637631144
M4_WEEKLY_DATASET_216,0.0339347374931734,0.0295868487078695,0.1374284739519655,0.0803944596093364,0.0295868487078695
M4_WEEKLY_DATASET_217,0.1802794339169451,0.1153241587771069,1.0123980689025176,0.7656100621873847,0.0449791503352431
M4_WEEKLY_DATASET_218,0.0005228691945682,0.0008275455599868,0.0010583666669048,0.0030701997355996,0.0005641406137818
M4_WEEKLY_DATASET_219,0.0011098336195995,0.0006127148627455,0.0005570402165734,0.0020058447031705,2.795563428782769e-05
M4_WEEKLY_DATASET_220,0.0444154600824979,0.0427329955865551,0.0439095152850873,0.0460241368603264,0.043628366921145
M4_WEEKLY_DATASET_221,0.0938220312428468,0.0888608672191434,0.0866202102046959,0.0858462998078443,0.0859886987502272
M4_WEEKLY_DATASET_222,0.0572887745270473,0.0112912072001754,0.0317801414612201,0.1572924948647167,0.0112912072001754
M4_WEEKLY_DATASET_223,0.161847615226324,0.1385946467844457,0.1324606782856372,0.1208184907029225,0.1385946467844457
M4_WEEKLY_DATASET_224,0.0476303048271788,0.0526106738452797,0.0539512271299944,0.0578784354238119,0.0525517355737288
M4_WEEKLY_DATASET_225,0.0443870922655439,0.0446007784474737,0.0446851044023134,0.0589527924801268,0.0410646641029981
