dataset_index;horizon;regressor;mape;pocid;smape;rmse;msmape;mae;test;predictions;start_test;final_test
10;12;simple_selective_agent_qwen3=14b;0.2752078344399775;90.9090909090909;0.326556611060356;1860.4488401594117;0.3265534038189341;1678.9613333333334;[5625.567, 6783.716, 5008.254, 5615.356, 4909.244, 4752.982, 5097.467, 7213.568, 6165.6, 5506.892, 6461.464, 7175.346];[4937.26, 4976.94, 4199.74, 4080.37, 4024.62, 3837.99, 3841.2, 3992.94, 3974.6, 3856.01, 4197.76, 4248.49];INICIO;2024-11-30;Combined predictions from the top-performing models selected by RMSE: ARIMA (Statistical), NaiveSeasonal (Naive), DWT_svr (SVR), ONLY_FT_rf (RF), and ONLY_CWT_catboost (Catboost).
11;12;simple_selective_agent_qwen3=14b;0.529446577827345;27.272727272727273;0.728975204044047;12421.183606287519;0.7289729813043987;12027.078166666666;[17258.9, 20099.11, 20111.65, 22643.799, 22991.73, 22624.25, 21174.728, 22718.51, 21840.93, 21786.804, 27069.8, 27739.497];[12467.9, 11053.59, 9636.75, 9520.13, 9214.18, 9684.33, 10152.69, 10210.21, 9952.01, 10548.07, 10653.46, 10641.45];INICIO;2024-11-30;Combined predictions from the selected models: THETA (Statistical), NaiveMovingAverage (Naive), DWT_rf (ML - RF with DWT), svr (ML - SVR base model), and ONLY_DWT_catboost (ML - Catboost with DWT). The combination uses mean averaging of their final predictions.
12;12;simple_selective_agent_qwen3=14b;32.956621935232;27.272727272727273;1.1865780651176208;2531.0509263063204;1.1865351444005967;2077.87375;[2101.917, 4194.392, 4443.881, 3153.49, 1398.42, 680.292, -3.036, 2000.117, 2160.356, 1995.957, 4128.637, 4555.324];[348.45, -62.74, 75.88, 858.03, 600.04, 710.72, 1175.43, 1066.81, 624.89, 1369.46, 726.15, 799.93];INICIO;2024-11-30;Combined predictions from the selected best models: ARIMA (Statistical), NaiveSeasonal (Naive), FT_svr (ML with FT representation), ONLY_DWT_rf (ML with DWT representation), and FT_catboost (ML with FT representation). These models were chosen based on the lowest RMSE values in their respective categories.
13;12;simple_selective_agent_qwen3=14b;0.27809060845491385;54.54545454545455;0.24036222685191264;366.102963127292;0.24035300158311954;316.1624166666666;[1538.816, 1571.309, 995.827, 1023.26, 915.526, 991.48, 1137.634, 1536.644, 1064.786, 1404.579, 1540.144, 1884.46];[1340.64, 1436.58, 1427.46, 1493.99, 1496.9, 1521.71, 1482.24, 1444.26, 1408.7, 1390.73, 1394.81, 1377.47];INICIO;2024-11-30;The best models selected based on RMSE are: ARIMA (Statistical), NaiveMovingAverage (Naive), and svr, rf, catboost (ML models). These models were chosen as they exhibited the lowest RMSE within their respective categories.
14;12;simple_selective_agent_qwen3=14b;0.04490469730192089;72.72727272727273;0.04577691157772265;2088.789494824495;0.04577684826477619;1657.4331666666665;[39591.8, 36888.912, 32664.5, 35135.5, 36271.5, 35768.852, 33415.501, 36281.4, 36915.5, 36540.0, 39918.4, 36132.689];[35687.15, 35239.3, 35021.78, 35496.24, 35178.45, 35773.7, 35365.85, 35177.02, 35582.63, 35511.86, 35546.26, 35401.55];INICIO;2024-11-30;Combined predictions from the best-performing models: THETA (Statistical), NaiveMovingAverage (Naive), and ONLY_DWT_rf, ONLY_DWT_svr, ONLY_DWT_catboost (ML with DWT representation). The combination uses mean averaging of their predictions.
15;12;simple_selective_agent_qwen3=14b;0.048112667667555946;63.63636363636363;0.04868961074119706;2586.4886724090516;0.04868955429273009;2103.8315000000007;[45987.0, 45178.0, 38166.5, 42286.0, 42651.5, 42108.0, 39827.502, 43207.0, 45114.5, 43982.0, 48169.3, 45040.7];[43795.34, 42866.15, 42115.44, 42893.65, 42319.18, 42226.28, 42288.55, 42212.15, 42419.67, 42572.02, 42609.8, 42425.63];INICIO;2024-11-30;Combined predictions from the selected models: THETA (best Statistical), NaiveMovingAverage (best Naive), ONLY_DWT_svr (best SVR representation), DWT_rf (best RF representation), and catboost (best Catboost model).
16;12;simple_selective_agent_qwen3=14b;0.14190715328315323;72.72727272727273;0.15477305722865276;17975.01177090818;0.1547729842345801;16424.919749999997;[120572.463, 114300.957, 108673.707, 124166.409, 120081.922, 116133.254, 103861.919, 107601.287, 106660.659, 106643.284, 117849.72, 115866.616];[99305.67, 94835.57, 92192.62, 93975.04, 93369.1, 95440.08, 95132.04, 97426.41, 99306.88, 100647.48, 102433.75, 101248.52];INICIO;2024-11-30;Combined predictions from the selected models: ETS (best Statistical), NaiveMovingAverage (best Naive), DWT_svr (best SVR), DWT_rf (best RF), and ONLY_DWT_catboost (best Catboost). The result is the mean-averaged forecast from these models.
17;12;simple_selective_agent_qwen3=14b;0.13951664550026435;72.72727272727273;0.12931886330117495;110178.76548284623;0.1293188553318583;105070.17324999999;[868003.888, 760665.314, 683361.59, 776129.554, 774072.69, 786170.773, 765536.187, 791770.669, 819095.114, 750294.343, 753049.757, 701210.162];[927135.88, 848794.84, 849564.61, 868629.49, 861536.23, 907174.99, 870390.35, 866007.24, 883476.86, 872867.6, 871315.48, 863308.55];INICIO;2024-11-30;Combined predictions from the selected best models: THETA (Statistical), NaiveMovingAverage (Naive), DWT_rf (ML - RF with DWT), ONLY_DWT_svr (ML - SVR with DWT), and ONLY_CWT_catboost (ML - Catboost with CWT). The combination uses mean averaging of their predictions.
18;12;simple_selective_agent_qwen3=14b;2.5856666660609808e+17;81.81818181818181;1.3973666789825627;4780.021450237863;1.3972750108425112;3412.366083333334;[0.0, 616.76, 636.75, 1381.48, 2077.19, 44.46, 1372.93, 9928.933, 7029.98, 5002.95, 8352.29, 7760.64];[688.96, 498.44, 870.94, 270.12, 291.77, 276.87, 422.23, 603.08, 416.17, 317.05, 601.49, 309.97];INICIO;2024-11-30;Combined predictions from selected models: ARIMA (Statistical), NaiveSeasonal (Naive), ONLY_DWT_svr (SVR with DWT), FT_rf (RF with FT), and ONLY_CWT_catboost (Catboost with CWT). The combination leverages strengths across statistical, naive, and ML approaches with different feature representations.
19;12;simple_selective_agent_qwen3=14b;0.260059612268353;63.63636363636363;0.21699892904966514;608.1802279478236;0.21699436283253082;520.2833333333333;[2163.45, 2173.7, 3126.46, 1914.25, 2419.39, 1412.38, 2655.25, 2235.73, 2730.61, 2109.89, 2365.77, 2336.09];[2654.43, 2733.69, 2601.7, 2692.43, 2728.83, 2738.5, 2755.02, 2794.81, 2798.69, 2788.42, 2813.99, 2736.34];INICIO;2024-11-30;Combined predictions from the best-performing models by category and representation: ETS (Statistical), NaiveMovingAverage (Naive), DWT_svr (SVR), ONLY_DWT_rf (RF), and ONLY_CWT_catboost (Catboost). The combined forecast values are:
20;12;simple_selective_agent_qwen3=14b;0.10718302388867386;90.9090909090909;0.11377006301807689;97231.0193888345;0.11377005605046747;92933.19041666664;[902707.043, 833596.031, 821232.526, 894427.795, 862594.276, 899209.875, 797496.864, 810041.219, 873363.838, 868765.928, 883228.442, 847121.538];[783200.02, 752783.8, 753859.69, 769196.53, 759622.6, 766886.53, 757834.73, 762807.89, 766820.82, 763494.84, 776074.89, 766004.75];INICIO;2024-11-30;Combined predictions from the selected best-performing models: THETA (Statistical), NaiveMovingAverage (Naive), DWT_svr (ML-SVR), ONLY_CWT_rf (ML-RF), and ONLY_CWT_catboost (ML-Catboost). The models were selected based on lowest RMSE within their categories.
21;12;simple_selective_agent_qwen3=14b;0.033230565788382134;81.81818181818181;0.032641934175547845;2918.8861003435595;0.03264190829585902;2062.4198333333334;[66438.25, 64691.38, 55857.819, 62027.08, 62540.48, 65534.578, 62149.2, 65551.58, 65961.83, 64065.649, 69331.88, 63412.89];[64561.27, 63740.49, 63570.1, 64290.02, 63617.36, 65207.97, 64438.1, 64376.67, 64545.37, 63881.46, 64558.06, 64117.07];INICIO;2024-11-30;Combined predictions from the top-performing models selected by RMSE: THETA (Statistical), NaiveMovingAverage (Naive), DWT_rf (RF with DWT), ONLY_FT_svr (SVR with FT), and FT_catboost (Catboost with FT).
22;12;simple_selective_agent_qwen3=14b;0.32810307107392095;54.54545454545455;0.3062390164968017;1691.7737263643346;0.3062360312494024;1608.5249999999999;[6104.9, 6622.3, 6545.5, 7064.9, 7371.5, 7456.5, 6402.5, 3720.5, 3360.8, 3376.8, 4055.8, 3743.4];[5773.67, 5385.54, 5105.3, 5149.32, 5180.06, 5133.59, 5211.25, 5271.7, 5367.37, 5406.93, 5471.44, 5412.79];INICIO;2024-11-30;Combined predictions from the best-performing models by category: ETS (Statistical), NaiveMovingAverage (Naive), FT_rf (ML-RF), FT_catboost (ML-Catboost), and ONLY_CWT_svr (ML-SVR). These models were selected based on lowest RMSE values in their respective categories.
23;12;simple_selective_agent_qwen3=14b;0.25083088576705426;90.9090909090909;0.2972363681327218;7525.7552500341735;0.2972357070852569;6694.144916666668;[20119.877, 22131.712, 17783.232, 26770.561, 25219.023, 25380.999, 25745.164, 28370.032, 28193.649, 27062.239, 28467.133, 26658.228];[19542.77, 20182.78, 17598.8, 18753.48, 17612.12, 17843.85, 17393.37, 19293.73, 18428.62, 18007.4, 18571.94, 18343.25];INICIO;2024-11-30;Combined predictions from the selected models: ETS (best Statistical), NaiveMovingAverage (best Naive), FT_catboost (best Catboost), ONLY_CWT_rf (best RF), and FT_svr (best SVR).
24;12;simple_selective_agent_qwen3=14b;0.04220187154650023;81.81818181818181;0.042310801238353145;6374.437951350507;0.04231078510800897;5564.847166666667;[136535.604, 130203.352, 119883.392, 124277.7, 128084.084, 126681.92, 116577.927, 136392.083, 141165.591, 137401.268, 147696.713, 139358.25];[132956.27, 128919.5, 121465.52, 132685.93, 122485.35, 128789.88, 127249.53, 128539.18, 134547.87, 133064.8, 137379.39, 134936.34];INICIO;2024-11-30;Combined predictions from the selected models: ARIMA (best Statistical), NaiveSeasonal (best Naive), svr (best ML without transformation), ONLY_CWT_rf (best RF with CWT), and ONLY_DWT_catboost (best Catboost with DWT).
25;12;simple_selective_agent_qwen3=14b;0.192509893212621;45.45454545454545;0.16722506144715676;50.855254922672444;0.16719028113604603;40.66524999999999;[276.69, 298.452, 222.876, 210.569, 272.241, 263.033, 304.557, 321.341, 158.982, 222.557, 274.528, 182.559];[256.67, 263.04, 250.48, 268.04, 258.65, 267.78, 269.14, 277.67, 277.96, 264.94, 262.29, 259.01];INICIO;2024-11-30;Combined predictions from the selected best-performing models: ARIMA (Statistical), NaiveMovingAverage (Naive), svr (ML - base), ONLY_FT_rf (ML - RF with FT), and ONLY_DWT_catboost (ML - Catboost with DWT). The combination uses mean averaging of their predictions.
26;12;simple_selective_agent_qwen3=14b;0.40945993299035627;45.45454545454545;0.5208241336385233;2194.561817341904;0.5208176427928145;2101.6968333333334;[4186.236, 4512.728, 4839.92, 4891.95, 5060.2, 4736.2, 4535.3, 6615.44, 5292.582, 5030.61, 5424.676, 5283.0];[3286.24, 3062.55, 2838.29, 2930.36, 2737.24, 2731.98, 2809.63, 2947.58, 2952.04, 2975.05, 2977.56, 2939.96];INICIO;2024-11-30;Combined predictions from the selected models: ETS (best Statistical), NaiveMovingAverage (best Naive), svr (best ML model without representation), ONLY_CWT_rf (best RF representation), and ONLY_CWT_catboost (best Catboost representation).
27;12;simple_selective_agent_qwen3=14b;0.3180360266143492;63.63636363636363;0.4018024871588775;4809.999711151386;0.40180054533889825;4164.246416666667;[9061.167, 9325.62, 8293.7, 13492.45, 12816.885, 11618.311, 12587.974, 13162.713, 13713.076, 12910.696, 13751.396, 14025.423];[9131.3, 8852.2, 8030.62, 8686.39, 8336.07, 8031.05, 7448.68, 7297.82, 7616.7, 7108.27, 7196.98, 7192.64];INICIO;2024-11-30;Combined predictions from the selected models: ARIMA (best Statistical), NaiveSeasonal (best Naive), and catboost, svr, rf (best ML models with lowest RMSE).
28;12;simple_selective_agent_qwen3=14b;0.035191474164456754;100.0;0.03566454465746365;6611.37757130121;0.035664532338821435;5216.1746666666695;[145267.131, 125920.523, 115498.921, 130017.504, 126173.604, 142722.46, 144370.94, 162730.886, 167195.57, 156209.303, 160560.752, 149780.708];[141376.85, 125649.48, 122728.82, 135218.81, 125820.3, 137659.05, 143212.85, 147509.63, 157082.76, 150250.36, 156079.55, 153433.26];INICIO;2024-11-30;Combined predictions from the selected best models: ETS (Statistical), NaiveSeasonal (Naive), ONLY_CWT_svr (SVR with CWT), ONLY_CWT_rf (RF with CWT), and ONLY_CWT_catboost (CatBoost with CWT). These models were chosen based on the lowest RMSE values in their respective categories.
29;12;simple_selective_agent_qwen3=14b;0.32351572225559666;45.45454545454545;0.3963953243329852;3013.6700399526153;0.3963924132519749;2720.375333333333;[6491.43, 8362.277, 7094.168, 7966.004, 6306.932, 6667.493, 7079.256, 8682.55, 8211.473, 9548.152, 10322.171, 9275.348];[5629.79, 5818.16, 5454.11, 5387.5, 5168.56, 5098.14, 5047.79, 5039.56, 5088.42, 5141.09, 5209.84, 5279.79];INICIO;2024-11-30;Combined predictions from the selected models: ARIMA (best Statistical), NaiveMovingAverage (best Naive), DWT_svr (best ML-SVR), FT_svr (best ML-SVR alternative), DWT_catboost (best ML-Catboost), and ONLY_FT_rf (best ML-RF). The final combined predictions are the mean of these models.
30;12;simple_selective_agent_qwen3=14b;0.15345864113704474;81.81818181818181;0.14788371351037252;235.7334209154485;0.14787766806890099;184.08283333333338;[1087.288, 1259.96, 1169.379, 1184.757, 1211.755, 1044.513, 1103.312, 1327.908, 1046.878, 846.224, 1618.711, 1737.941];[1280.69, 1289.17, 1226.69, 1246.69, 1251.47, 1236.53, 1226.3, 1254.58, 1240.67, 1239.96, 1253.56, 1251.53];INICIO;2024-11-30;Combined predictions from the top-performing models selected by RMSE: Statistical (ARIMA), Naive (NaiveMovingAverage), and ML models by representation (CWT_svr for SVR, CWT_rf for RF, FT_catboost for Catboost).
31;12;simple_selective_agent_qwen3=14b;0.843459371577214;54.54545454545455;0.46397016705908206;20.03208904899004;0.46327383702682523;16.010833333333334;[60.0, 20.0, 18.0, 50.0, 39.0, 54.0, 15.0, 58.0, 43.0, 27.0, 46.0, 10.0];[39.87, 43.3, 45.8, 46.28, 42.63, 55.1, 46.88, 37.53, 50.63, 42.57, 46.43, 46.47];INICIO;2024-11-30;Combined predictions from the selected models: THETA (best Statistical), NaiveMovingAverage (best Naive), svr (best SVR), DWT_rf (best RF with DWT), and ONLY_FT_catboost (best Catboost with FT).
32;12;simple_selective_agent_qwen3=14b;0.7280495311554805;36.36363636363637;1.2330587076251922;333.3079284720563;1.2325945980426567;242.59683333333336;[70.0, 85.0, 50.0, 115.724, 90.0, 454.146, 430.484, 846.662, 486.026, 212.0, 283.5, 231.0];[42.02, 39.79, 37.21, 36.57, 36.11, 34.39, 36.1, 36.27, 35.88, 36.49, 36.01, 36.54];INICIO;2024-11-30;Combined predictions from the selected best models: ARIMA (Statistical), NaiveMovingAverage (Naive), ONLY_CWT_catboost (Catboost with CWT), CWT_rf (RF with CWT), and DWT_svr (SVR with DWT). These models were chosen based on the lowest RMSE values in their respective categories.
33;12;simple_selective_agent_qwen3=14b;0.06963264382825284;63.63636363636363;0.07321021824560088;71.67516382204272;0.073205403920184;55.77591666666665;[863.968, 806.947, 738.002, 803.862, 760.335, 711.962, 714.685, 734.374, 734.931, 664.295, 768.115, 867.175];[732.2, 723.65, 712.32, 720.85, 711.16, 711.41, 710.93, 714.51, 707.59, 712.3, 717.33, 721.1];INICIO;2024-11-30;Combined predictions from the top-performing models selected by RMSE: ETS (Statistical), NaiveMovingAverage (Naive), FT_svr (SVR), ONLY_CWT_rf (RF), and ONLY_FT_catboost (Catboost). These models were chosen for their lowest RMSE values within their respective categories and representations.
34;12;simple_selective_agent_qwen3=14b;0.06492441845957349;45.45454545454545;0.06401740789080014;643.8925116288176;0.06401702839644437;542.3840000000001;[8408.84, 7804.226, 7525.529, 7259.227, 8189.988, 8270.913, 7851.882, 9242.031, 9893.182, 9020.286, 9430.044, 9160.01];[8806.22, 8478.84, 8273.86, 8348.43, 8339.59, 8328.14, 8489.75, 8526.6, 8726.74, 8774.9, 8952.2, 9010.73];INICIO;2024-11-30;Combined predictions from the selected best models: THETA (Statistical), NaiveMovingAverage (Naive), DWT_svr (SVR), ONLY_CWT_rf (RF), and ONLY_FT_catboost (Catboost). The combination uses mean averaging of their predictions.
35;12;simple_selective_agent_qwen3=14b;0.21942040586854505;36.36363636363637;0.20136601405778318;95.27222489792078;0.2013395743879103;78.503;[399.513, 348.61, 349.826, 435.708, 316.27, 312.608, 600.669, 429.357, 309.077, 236.84, 457.616, 492.554];[383.65, 388.55, 375.73, 392.87, 403.76, 413.33, 417.5, 420.9, 421.26, 396.65, 400.29, 384.22];INICIO;2024-11-30;Combined predictions from the selected best models: ARIMA (Statistical), NaiveMovingAverage (Naive), DWT_catboost (Catboost), DWT_svr (SVR), and FT_rf (RF).
36;12;simple_selective_agent_qwen3=14b;0.11474526587842869;72.72727272727273;0.10708665618732073;36721.71313842368;0.10708663880774273;33012.10241666667;[330842.064, 340269.29, 304661.387, 274675.815, 272891.511, 286430.812, 282565.838, 299661.694, 297024.037, 285282.033, 294760.479, 294199.089];[325401.53, 333798.19, 315153.71, 332405.08, 318033.53, 328315.66, 324974.55, 339385.66, 325749.73, 328352.51, 331291.24, 332724.62];INICIO;2024-11-30;The best models were selected based on the lowest RMSE for each category: Statistical (THETA), Naive (NaiveMovingAverage), and ML models by representation (ONLY_CWT_rf for RF, ONLY_CWT_svr for SVR, and ONLY_DWT_catboost for Catboost). Predictions were combined using mean averaging.
37;12;simple_selective_agent_qwen3=14b;0.1910783984816298;54.54545454545455;0.18742082260376317;54.92515517653697;0.1873760299255909;43.06433333333333;[357.069, 457.392, 297.659, 222.518, 191.916, 156.305, 146.1, 154.092, 142.71, 121.405, 315.183, 241.365];[323.57, 386.82, 221.25, 254.06, 192.68, 161.76, 173.97, 161.01, 208.2, 172.67, 193.26, 266.43];INICIO;2024-11-30;Combined predictions from the selected best models: THETA (Statistical), NaiveSeasonal (Naive), CWT_svr (SVR), rf (RF), and DWT_catboost (Catboost). These models were chosen based on the lowest RMSE values in their respective categories.
38;12;simple_selective_agent_qwen3=14b;0.3036776182877259;36.36363636363637;0.3611876368385401;2961.321049043357;0.3611853511599887;2866.04325;[7616.938, 7938.137, 8618.96, 9255.602, 9433.928, 9697.82, 9208.834, 10031.216, 9320.077, 9633.534, 10537.74, 10410.703];[6166.78, 6447.28, 6246.29, 6072.13, 5967.24, 5872.89, 6164.12, 6372.06, 6713.96, 6919.51, 7122.45, 7246.26];INICIO;2024-11-30;Combined predictions from the selected models: ARIMA (Statistical), NaiveMovingAverage (Naive), ONLY_DWT_svr (SVR), FT_rf (RF), and ONLY_DWT_catboost (Catboost). The combination uses mean averaging of their individual predictions.
39;12;simple_selective_agent_qwen3=14b;0.03413769168276571;81.81818181818181;0.033489802030437686;4132.325424180969;0.033489785938770084;3500.0182499999996;[95868.1, 91584.7, 94279.118, 107549.707, 105345.1, 105636.9, 103798.2, 114759.0, 113031.9, 107992.5, 117399.5, 107539.426];[99071.34, 95688.38, 103445.08, 112246.7, 104261.33, 108022.54, 108768.44, 111367.75, 112591.54, 111288.34, 113396.97, 108800.14];INICIO;2024-11-30;Combined predictions from the selected best-performing models: ETS (Statistical), NaiveSeasonal (Naive), DWT_svr (SVR), FT_rf (RF), and DWT_catboost (Catboost) based on lowest RMSE in their categories.
40;12;simple_selective_agent_qwen3=14b;0.04045278041308579;81.81818181818181;0.03976722062305293;6560.07970569034;0.03976720438109177;4877.629083333334;[134999.651, 125083.95, 108306.35, 119140.25, 119552.9, 122761.065, 116167.9, 123225.85, 128004.229, 124229.814, 133344.7, 123678.3];[126369.1, 124011.8, 123896.89, 124781.75, 123102.58, 125429.31, 123217.51, 122772.08, 123905.78, 123447.85, 124465.31, 123794.0];INICIO;2024-11-30;Combined predictions from the selected best-performing models: THETA (Statistical), NaiveMovingAverage (Naive), CWT_svr, CWT_rf, and CWT_catboost (ML with CWT representation). The models were selected based on lowest RMSE values within their categories.
41;12;simple_selective_agent_qwen3=14b;0.16776122031898866;63.63636363636363;0.18465157371173277;12652.901572617473;0.184651430466907;11920.340916666668;[65449.434, 75298.064, 66040.259, 66128.672, 66337.408, 64473.094, 65919.689, 73265.099, 70575.006, 70957.086, 73466.007, 79282.803];[57498.45, 58617.31, 56232.2, 57829.15, 58261.27, 57673.93, 57153.56, 58367.28, 58717.72, 58066.29, 57452.21, 58279.16];INICIO;2024-11-30;Combined predictions from the best-performing models by category (Statistical, Naive, and ML with representation-specific selections). Selected models: THETA (Statistical), NaiveMovingAverage (Naive), FT_svr (SVR), DWT_rf (RF), and CWT_catboost (Catboost).
42;12;simple_selective_agent_qwen3=14b;0.31932032895952656;63.63636363636363;0.2662909010491352;5.9219845561545785;0.26546738748237114;4.526583333333334;[28.0, 22.0, 15.0, 18.27, 17.597, 10.921, 16.684, 16.068, 11.66, 24.117, 24.837, 7.335];[16.99, 18.63, 14.93, 18.88, 17.94, 17.06, 17.46, 17.23, 18.07, 17.25, 17.74, 17.8];INICIO;2024-11-30;Combined predictions from the best-performing models by category (Statistical, Naive, and ML with representation-specific selections). Selected models: ETS (Statistical), NaiveMovingAverage (Naive), catboost (ML raw), CWT_rf (RF with CWT), and DWT_svr (SVR with DWT).
